Referência;MARCA;Impressora;Descrição;Capacidade;Família;Preço de Compra s/Imposto;PVD2;PVD3;Preço c/Imposto;PVD3
BR-PC302;BROTHER;TTR;BROTHER PC-302RF ROLO DE TRANSFERENCIA TERMICA GENERICO (1 ROLO);235 Páginas;198;1,79   ;2,51   ;2,42   ;9,50   ;Si
BR-PC72;BROTHER;TTR;BROTHER PC72/PC74 ROLO DE TRANSFERENCIA TERMICA GENERICO PC-72RF (1 ROLO);140 Páginas;198;1,06   ;1,49   ;1,43   ;6,50   ;Si
BR-PC92RF;BROTHER;TTR;BROTHER PC-92RF ROLO DE TRANSFERENCIA TERMICA GENERICO (1 ROLO);500 Páginas;198;2,51   ;3,51   ;3,39   ;7,50   ;Si
BR-TZE111;BROTHER;Rotuladoras (FITAs);BROTHER TZE-111 BLACK/TRANSPARENTE FITA ROTULADORA GENERICA TZ-111;6mm * 8m;193;2,57   ;3,60   ;3,47   ;7,50   ;No
BR-TZE121;BROTHER;Rotuladoras (FITAs);BROTHER TZE-121 BLACK/TRANSPARENTE FITA ROTULADORA GENERICA TZ-121;9mm * 8m;193;1,88   ;2,63   ;2,54   ;7,50   ;No
BR-TZE131;BROTHER;Rotuladoras (FITAs);BROTHER TZE-131 BLACK/TRANSPARENTE FITA ROTULADORA GENERICA TZ-131;12mm * 8m;193;1,88   ;2,63   ;2,54   ;7,50   ;Si
BR-TZE132;BROTHER;Rotuladoras (FITAs);BROTHER TZE-132 ROJO/TRANSPARENTE FITA ROTULADORA GENERICA TZ-132;12mm * 8m;193;2,35   ;3,29   ;3,17   ;7,50   ;No
BR-TZE133;BROTHER;Rotuladoras (FITAs);BROTHER TZE-133 AZUL/TRANSPARENTE FITA ROTULADORA GENERICA TZ-133;12mm * 8m;193;2,35   ;3,29   ;3,17   ;7,50   ;No
BR-TZE135;BROTHER;Rotuladoras (FITAs);BROTHER TZE-135 BLANCO/TRANSPARENTE FITA ROTULADORA GENERICA TZ-135;12mm * 8m;193;2,35   ;3,29   ;3,17   ;7,50   ;Si
BR-TZE211;BROTHER;Rotuladoras (FITAs);BROTHER TZE-211 BLACK/BLANCO FITA ROTULADORA GENERICA TZ-211;6mm * 8m;193;2,57   ;3,60   ;3,47   ;7,50   ;No
BR-TZE221;BROTHER;Rotuladoras (FITAs);BROTHER TZE-221 BLACK/BLANCO FITA ROTULADORA GENERICA TZ-221;9mm * 8m;193;1,88   ;2,63   ;2,54   ;7,50   ;Si
BR-TZE222;BROTHER;Rotuladoras (FITAs);BROTHER TZE-222 ROJO/BLANCO FITA ROTULADORA GENERICA TZ-222;9mm * 8m;193;1,88   ;2,63   ;2,54   ;7,50   ;No
BR-TZE223;BROTHER;Rotuladoras (FITAs);BROTHER TZE-223 AZUL/BLANCO FITA ROTULADORA GENERICA TZ-223;9mm * 8m;193;1,88   ;2,63   ;2,54   ;7,50   ;Si
BR-TZE231;BROTHER;Rotuladoras (FITAs);BROTHER TZE-231 BLACK/BLANCO FITA ROTULADORA GENERICA TZ-231;12mm * 8m;193;1,88   ;2,63   ;2,54   ;7,50   ;Si
BR-TZE232;BROTHER;Rotuladoras (FITAs);BROTHER TZE-232 ROJO/BLANCO FITA ROTULADORA GENERICA TZ-232;12mm * 8m;193;2,35   ;3,29   ;3,17   ;7,50   ;No
BR-TZE233;BROTHER;Rotuladoras (FITAs);BROTHER TZE-233 AZUL/BLANCO FITA ROTULADORA GENERICA TZ-233;12mm * 8m;193;2,35   ;3,29   ;3,17   ;7,50   ;Si
BR-TZE241;BROTHER;Rotuladoras (FITAs);BROTHER TZE241 BLACK/BLANCO FITA ROTULADORA GENERICA TZ-241;18mm * 8m;193;3,04   ;4,25   ;4,10   ;7,90   ;Si
BR-TZE251;BROTHER;Rotuladoras (FITAs);BROTHER TZE251 BLACK/BLANCO FITA ROTULADORA GENERICA TZ-251;24mm * 8m;193;3,55   ;4,98   ;4,80   ;8,99   ;Si
BR-TZE315;BROTHER;Rotuladoras (FITAs);BROTHER TZE-315 BLANCO/BLACK FITA ROTULADORA GENERICA TZ-315;6mm * 8m;193;2,57   ;3,60   ;3,47   ;7,50   ;Si
BR-TZE325;BROTHER;Rotuladoras (FITAs);BROTHER TZE-325 BLANCO/BLACK FITA ROTULADORA GENERICA TZ-325;9mm * 8m;193;1,88   ;2,63   ;2,54   ;7,50   ;Si
BR-TZE335;BROTHER;Rotuladoras (FITAs);BROTHER TZE-335 BLANCO/BLACK FITA ROTULADORA GENERICA TZ-335;12mm * 8m;193;2,35   ;3,29   ;3,17   ;7,50   ;Si
BR-TZE421;BROTHER;Rotuladoras (FITAs);BROTHER TZE-421 BLACK/ROJO FITA ROTULADORA GENERICA TZ-421;9mm * 8m;193;1,88   ;2,63   ;2,54   ;7,50   ;Si
BR-TZE431;BROTHER;Rotuladoras (FITAs);BROTHER TZE-431 BLACK/ROJO FITA ROTULADORA GENERICA TZ-431;12mm * 8m;193;1,88   ;2,63   ;2,54   ;7,50   ;Si
BR-TZE435;BROTHER;Rotuladoras (FITAs);BROTHER TZE-435 BLANCO/ROJO FITA ROTULADORA GENERICA TZ-435;12mm * 8m;193;2,35   ;3,29   ;3,17   ;7,50   ;Si
BR-TZE521;BROTHER;Rotuladoras (FITAs);BROTHER TZE-521 BLACK/AZUL FITA ROTULADORA GENERICA TZ-521;9mm * 8m;193;1,88   ;2,63   ;2,54   ;7,50   ;Si
BR-TZE531;BROTHER;Rotuladoras (FITAs);BROTHER TZE-531 BLACK/AZUL FITA ROTULADORA GENERICA TZ-531;12mm * 8m;193;1,88   ;2,63   ;2,54   ;7,50   ;Si
BR-TZE535;BROTHER;Rotuladoras (FITAs);BROTHER TZE-535 BLANCO/AZUL FITA ROTULADORA GENERICA TZ-535;12mm * 8m;193;2,35   ;3,29   ;3,17   ;7,50   ;Si
BR-TZE611;BROTHER;Rotuladoras (FITAs);BROTHER TZE-611 BLACK/YELLOW FITA ROTULADORA GENERICA TZ-611;6mm * 8m;193;2,57   ;3,60   ;3,47   ;7,50   ;Si
BR-TZE621;BROTHER;Rotuladoras (FITAs);BROTHER TZE-621 BLACK/YELLOW FITA ROTULADORA GENERICA TZ-621;9mm * 8m;193;1,88   ;2,63   ;2,54   ;7,50   ;Si
BR-TZE631;BROTHER;Rotuladoras (FITAs);BROTHER TZE-631 BLACK/YELLOW FITA ROTULADORA GENERICA TZ-631;12mm * 8m;193;1,88   ;2,63   ;2,54   ;7,50   ;Si
BR-TZE721;BROTHER;Rotuladoras (FITAs);BROTHER TZE-721 BLACK/VERDE FITA ROTULADORA GENERICA TZ-721;9mm * 8m;193;1,88   ;2,63   ;2,54   ;7,50   ;No
BR-TZE731;BROTHER;Rotuladoras (FITAs);BROTHER TZE-731 BLACK/VERDE FITA ROTULADORA GENERICA TZ-731;12mm * 8m;193;1,88   ;2,63   ;2,54   ;7,50   ;Si
BT-DR1050;BROTHER;Toner (Laser);BROTHER DR1050 TAMBOR DE IMAGEM GENERICO (DRUM);9.000 Páginas;185;4,00   ;5,60   ;5,40   ;29,90   ;Si
BT-DR130/DR135;BROTHER;Toner (Laser);BROTHER DR130/DR135 TAMBOR DE IMAGEM GENERICO (DRUM);17.000 Páginas;185;35,90   ;52,05   ;48,46   ;99,50   ;Si
BT-DR2000;BROTHER;Toner (Laser);BROTHER DR2000/DR2005/DR350 TAMBOR DE IMAGEM GENERICO (DRUM);12.000 Páginas;185;4,55   ;6,36   ;6,14   ;24,90   ;Si
BT-DR2100;RICOH;Toner (Laser);RICOH AFICIO SP1200/SP1210 BLACK TAMBOR DE IMAGEM GENERICO (DRUM);12.000 Páginas;185;4,55   ;6,36   ;6,14   ;24,90   ;Si
BT-DR2100;BROTHER;Toner (Laser);BROTHER DR2100/DR360 TAMBOR DE IMAGEM GENERICO DR-2100 (DRUM);12.000 Páginas;185;4,55   ;6,36   ;6,14   ;24,90   ;Si
BT-DR2200;BROTHER;Toner (Laser);BROTHER DR2200 TAMBOR DE IMAGEM GENERICO DR-2200 (DRUM);12.000 Páginas;185;4,44   ;6,22   ;6,00   ;24,90   ;Si
BT-DR2300;DELL;Toner (Laser);DELL E310DW/E514DW/E515DW/E515DN BLACK TAMBOR DE IMAGEM GENERICO 724-BBJR/WRX5T (DRUM);12.000 Páginas;185;4,49   ;6,29   ;6,07   ;32,90   ;Si
BT-DR2300;BROTHER;Toner (Laser);BROTHER DR2300 TAMBOR DE IMAGEM GENERICO DR-2300 (DRUM);12.000 Páginas;185;4,49   ;6,29   ;6,07   ;32,90   ;Si
BT-DR230BK;BROTHER;Toner (Laser);BROTHER DR230 BLACK TAMBOR DE IMAGEM GENERICO DR-230CL (DRUM);N/A;185;9,71   ;13,59   ;13,10   ;23,50   ;Si
BT-DR230CY;BROTHER;Toner (Laser);BROTHER DR230 CYAN TAMBOR DE IMAGEM GENERICO DR-230CL (DRUM);N/A;185;9,71   ;13,59   ;13,10   ;23,50   ;Si
BT-DR230MG;BROTHER;Toner (Laser);BROTHER DR230 MAGENTA TAMBOR DE IMAGEM GENERICO DR-230CL (DRUM);N/A;185;9,71   ;13,59   ;13,10   ;23,50   ;No
BT-DR230YL;BROTHER;Toner (Laser);BROTHER DR230 YELLOW TAMBOR DE IMAGEM GENERICO DR-230CL (DRUM);N/A;185;9,71   ;13,59   ;13,10   ;23,50   ;No
BT-DR2400;BROTHER;Toner (Laser);BROTHER DR2400 TAMBOR DE IMAGEM GENERICO DR-2400 (DRUM);12.000 Páginas;185;9,89   ;13,84   ;13,35   ;32,90   ;No
BT-DR241CY;BROTHER;Toner (Laser);BROTHER DR241 CYAN TAMBOR DE IMAGEM GENERICO DR-241CL (DRUM);15.000 Páginas;185;8,83   ;12,36   ;11,92   ;23,50   ;No
BT-DR241KCMY;BROTHER;Toner (Laser);BROTHER DR241 TAMBOR DE IMAGEM GENERICO UNIVERSAL DR-241CL (DRUM);15.000 Páginas;185;8,83   ;12,36   ;11,92   ;21,90   ;No
BT-DR241YL;BROTHER;Toner (Laser);BROTHER DR241 YELLOW TAMBOR DE IMAGEM GENERICO DR-241CL (DRUM);15.000 Páginas;185;8,83   ;12,36   ;11,92   ;23,50   ;Si
BT-DR3000;BROTHER;Toner (Laser);BROTHER DR3000/DR6000/DR7000 TAMBOR DE IMAGEM GENERICO (DRUM);20.000 Páginas;185;6,57   ;9,20   ;8,87   ;28,89   ;Si
BT-DR3100;BROTHER;Toner (Laser);BROTHER DR3100/DR3200 TAMBOR DE IMAGEM GENERICO (DRUM);25.000 Páginas;185;6,26   ;8,76   ;8,45   ;26,50   ;No
BT-DR320CL;BROTHER;Toner (Laser);BROTHER DR320CL TAMBOR DE IMAGEM GENERICO DR-320CL (DRUM);25.000 Páginas;185;45,64   ;66,18   ;61,61   ;99,50   ;Si
BT-DR3300;BROTHER;Toner (Laser);BROTHER DR3300 TAMBOR DE IMAGEM GENERICO DR-3300 (DRUM);30.000 Páginas;185;6,22   ;8,71   ;8,40   ;27,90   ;Si
BT-DR3400;BROTHER;Toner (Laser);BROTHER DR3400 TAMBOR DE IMAGEM GENERICO (DRUM);50.000 Páginas;185;6,80   ;9,52   ;9,18   ;38,90   ;Si
BT-TN1050;BROTHER;Toner (Laser);BROTHER TN1050 BLACK CARTUCHO DE TONER GENERICO TN-1050;1.000 Páginas;185;2,46   ;3,44   ;3,32   ;18,90   ;Si
BT-TN135BK;BROTHER;Toner (Laser);BROTHER TN130/TN135 BLACK CARTUCHO DE TONER GENERICO;5.000 Páginas;185;7,27   ;10,18   ;9,81   ;29,50   ;Si
BT-TN135CY;BROTHER;Toner (Laser);BROTHER TN130/TN135 CYAN CARTUCHO DE TONER GENERICO;4.000 Páginas;185;8,29   ;11,61   ;11,19   ;28,89   ;Si
BT-TN135MG;BROTHER;Toner (Laser);BROTHER TN130/TN135 MAGENTA CARTUCHO DE TONER GENERICO;4.000 Páginas;185;8,29   ;11,61   ;11,19   ;28,89   ;Si
BT-TN135YL;BROTHER;Toner (Laser);BROTHER TN130/TN135 YELLOW CARTUCHO DE TONER GENERICO;4.000 Páginas;185;8,29   ;11,61   ;11,19   ;28,89   ;Si
BT-TN2000;BROTHER;Toner (Laser);BROTHER TN2000/TN2005/TN350 BLACK CARTUCHO DE TONER GENERICO;2.500 Páginas;185;3,48   ;4,87   ;4,70   ;19,95   ;Si
BT-TN2000;XEROX;Toner (Laser);XEROX 203A/204A BLACK CARTUCHO DE TONER GENERICO;2.500 Páginas;185;3,48   ;4,87   ;4,70   ;19,95   ;Si
BT-TN2000;LENOVO;Toner (Laser);LENOVO LJ2000/LJ2050N BLACK CARTUCHO DE TONER GENERICO;2.500 Páginas;185;3,48   ;4,87   ;4,70   ;19,95   ;Si
BT-TN2010/TN2220;BROTHER;Toner (Laser);BROTHER TN2220/TN2210/TN2010/TN450 BLACK CARTUCHO DE TONER GENERICO;2.600 Páginas;185;2,57   ;3,59   ;3,47   ;18,90   ;Si
BT-TN2120;BROTHER;Toner (Laser);BROTHER TN2120/TN2110/TN360 BLACK CARTUCHO DE TONER GENERICO;2.600 Páginas;185;3,48   ;4,87   ;4,70   ;19,95   ;Si
BT-TN2120;RICOH;Toner (Laser);RICOH AFICIO SP1200/SP1210 BLACK CARTUCHO DE TONER GENERICO 406837;2.600 Páginas;185;3,48   ;4,87   ;4,70   ;19,95   ;Si
BT-TN230BK;BROTHER;Toner (Laser);BROTHER TN230 BLACK CARTUCHO DE TONER GENERICO;2.200 Páginas;185;3,73   ;5,22   ;5,03   ;19,95   ;Si
BT-TN230CY;BROTHER;Toner (Laser);BROTHER TN230 CYAN CARTUCHO DE TONER GENERICO;1.400 Páginas;185;4,12   ;5,76   ;5,56   ;21,90   ;Si
BT-TN230MG;BROTHER;Toner (Laser);BROTHER TN230 MAGENTA CARTUCHO DE TONER GENERICO;1.400 Páginas;185;4,12   ;5,76   ;5,56   ;21,90   ;Si
BT-TN230YL;BROTHER;Toner (Laser);BROTHER TN230 YELLOW CARTUCHO DE TONER GENERICO;1.400 Páginas;185;4,12   ;5,76   ;5,56   ;21,90   ;Si
BT-TN2320;BROTHER;Toner (Laser);BROTHER TN2310/TN2320 BLACK CARTUCHO DE TONER GENERICO;2.600 Páginas;185;2,57   ;3,59   ;3,47   ;18,97   ;Si
BT-TN241BK;BROTHER;Toner (Laser);BROTHER TN241/TN242 BLACK CARTUCHO DE TONER GENERICO;2.500 Páginas;185;3,83   ;5,36   ;5,17   ;21,90   ;No
BT-TN2420(3K);BROTHER;Toner (Laser);BROTHER TN2420/TN2410 BLACK CARTUCHO DE TONER GENERICO TN-2420/TN-2410 (SIN CHIP);3.000 Páginas;185;5,84   ;8,18   ;7,89   ;32,90   ;Si
BT-TN245CY;BROTHER;Toner (Laser);BROTHER TN241/TN245/TN242/TN246 CYAN CARTUCHO DE TONER GENERICO;2.200 Páginas;185;4,58   ;6,41   ;6,18   ;26,50   ;Si
BT-TN245MG;BROTHER;Toner (Laser);BROTHER TN241/TN245/TN242/TN246 MAGENTA CARTUCHO DE TONER GENERICO;2.200 Páginas;185;4,58   ;6,41   ;6,18   ;26,50   ;Si
BT-TN245YL;BROTHER;Toner (Laser);BROTHER TN241/TN245/TN242/TN246 YELLOW CARTUCHO DE TONER GENERICO;2.200 Páginas;185;4,58   ;6,41   ;6,18   ;26,50   ;Si
BT-TN325BK;BROTHER;Toner (Laser);BROTHER TN320/TN325 BLACK CARTUCHO DE TONER GENERICO TN-320BK/TN-325BK;6.000 Páginas;185;4,47   ;6,26   ;6,04   ;23,90   ;Si
BT-TN325CY;BROTHER;Toner (Laser);BROTHER TN320/TN325 CYAN CARTUCHO DE TONER GENERICO TN-320C/TN-325C;3.500 Páginas;185;5,60   ;7,84   ;7,56   ;27,90   ;Si
BT-TN325MG;BROTHER;Toner (Laser);BROTHER TN320/TN325 MAGENTA CARTUCHO DE TONER GENERICO TN-320M/TN-325M;3.500 Páginas;185;5,60   ;7,84   ;7,56   ;27,90   ;Si
BT-TN325YL;BROTHER;Toner (Laser);BROTHER TN320/TN325 YELLOW CARTUCHO DE TONER GENERICO TN-320Y/TN-325Y;3.500 Páginas;185;5,60   ;7,84   ;7,56   ;27,90   ;Si
BT-TN326BK;BROTHER;Toner (Laser);BROTHER TN321/TN326/TN329 BLACK CARTUCHO DE TONER GENERICO TN-321BK/TN-326BK/TN-329BK;4.000 Páginas;185;4,73   ;6,62   ;6,39   ;23,50   ;Si
BT-TN326CY;BROTHER;Toner (Laser);BROTHER TN321/TN326/TN329 CYAN CARTUCHO DE TONER GENERICO TN-321C/TN-326C/TN-329C;3.500 Páginas;185;6,07   ;8,50   ;8,20   ;26,50   ;Si
BT-TN326MG;BROTHER;Toner (Laser);BROTHER TN321/TN326/TN329 MAGENTA CARTUCHO DE TONER GENERICO TN-321M/TN-326M/TN-329M;3.500 Páginas;185;6,07   ;8,50   ;8,20   ;26,50   ;Si
BT-TN326YL;BROTHER;Toner (Laser);BROTHER TN321/TN326/TN329 YELLOW CARTUCHO DE TONER GENERICO TN-321Y/TN-326Y/TN-329Y;3.500 Páginas;185;6,07   ;8,50   ;8,20   ;26,50   ;Si
BT-TN3280-UNIV;BROTHER;Toner (Laser);BROTHER TN3130/TN3170/TN3230/TN3280 BLACK CARTUCHO DE TONER GENERICO UNIVERSAL TN-3130/TN-3170/TN-3230/TN-3280;8.000 Páginas;185;4,11   ;5,76   ;5,55   ;23,50   ;Si
BT-TN3280-UNIV(XL);BROTHER;Toner (Laser);BROTHER TN3130/TN3170/TN3230/TN3280 XL BLACK CARTUCHO DE TONER GENERICO UNIVERSAL TN-3130/TN-3170/TN-3230/TN-3280 (ALTA CAPACIDAD/JUMBO);12.000 Páginas;185;4,96   ;6,94   ;6,69   ;30,00   ;Si
BT-TN3380;BROTHER;Toner (Laser);BROTHER TN3330/TN3380 BLACK CARTUCHO DE TONER GENERICO TN-3330/TN-3380;8.000 Páginas;185;4,50   ;6,30   ;6,08   ;24,90   ;Si
BT-TN3390;BROTHER;Toner (Laser);BROTHER TN3390 BLACK CARTUCHO DE TONER GENERICO;12.000 Páginas;185;5,37   ;7,51   ;7,25   ;34,50   ;No
BT-TN3480;BROTHER;Toner (Laser);BROTHER TN3430/TN3480 BLACK CARTUCHO DE TONER GENERICO TN-3430/TN-3480;8.000 Páginas;185;7,25   ;10,16   ;9,79   ;38,90   ;Si
BT-TN3512;BROTHER;Toner (Laser);BROTHER TN3512 BLACK CARTUCHO DE TONER GENERICO;12.000 Páginas;185;8,57   ;11,99   ;11,57   ;48,90   ;No
BT-TN3520(20k);BROTHER;Toner (Laser);BROTHER TN3520 BLACK CARTUCHO DE TONER GENERICO;20.000 Páginas;185;7,57   ;10,60   ;10,22   ;59,90   ;Si
BT-TN4100;BROTHER;Toner (Laser);BROTHER TN4100 BLACK CARTUCHO DE TONER GENERICO;7.500 Páginas;185;7,44   ;10,41   ;10,04   ;26,50   ;Si
BT-TN423BK;BROTHER;Toner (Laser);BROTHER TN421/TN423/TN426 BLACK CARTUCHO DE TONER GENERICO TN-421BK/TN-423BK/TN-426BK;6.500 Páginas;185;8,06   ;11,29   ;10,89   ;29,90   ;Si
BT-TN423CY;BROTHER;Toner (Laser);BROTHER TN421/TN423/TN426 CYAN CARTUCHO DE TONER GENERICO TN-421C/TN-423C/TN-426C;4.000 Páginas;185;8,76   ;12,26   ;11,82   ;34,90   ;Si
BT-TN423MG;BROTHER;Toner (Laser);BROTHER TN421/TN423/TN426 MAGENTA CARTUCHO DE TONER GENERICO TN-421M/TN-423M/TN-426M;4.000 Páginas;185;8,76   ;12,26   ;11,82   ;34,90   ;Si
BT-TN423YL;BROTHER;Toner (Laser);BROTHER TN421/TN423/TN426 YELLOW CARTUCHO DE TONER GENERICO TN-421Y/TN-423Y/TN-426Y;4.000 Páginas;185;8,76   ;12,26   ;11,82   ;34,90   ;Si
BT-TN6600-UNIV;BROTHER;Toner (Laser);BROTHER TN3060/TN6600/TN7600 BLACK CARTUCHO DE TONER GENERICO UNIVERSAL;6.000 Páginas;185;4,77   ;6,67   ;6,44   ;26,50   ;Si
BT-TN8000;BROTHER;Toner (Laser);BROTHER TN8000/TN200/TN300/TN5000 BLACK CARTUCHO DE TONER GENERICO;3.000 Páginas;185;2,97   ;4,16   ;4,01   ;9,95   ;Si
BT-TN900BK;BROTHER;Toner (Laser);BROTHER TN900 BLACK CARTUCHO DE TONER GENERICO;6.000 Páginas;185;8,53   ;11,95   ;11,52   ;38,90   ;Si
BT-TN900CY;BROTHER;Toner (Laser);BROTHER TN900 CYAN CARTUCHO DE TONER GENERICO;6.000 Páginas;185;11,65   ;16,31   ;15,72   ;48,90   ;Si
BT-TN900MG;BROTHER;Toner (Laser);BROTHER TN900 MAGENTA CARTUCHO DE TONER GENERICO;6.000 Páginas;185;11,65   ;16,31   ;15,72   ;48,90   ;Si
BT-TN900YL;BROTHER;Toner (Laser);BROTHER TN900 YELLOW CARTUCHO DE TONER GENERICO;6.000 Páginas;185;11,65   ;16,31   ;15,72   ;48,90   ;No
BT-TN910BK;BROTHER;Toner (Laser);BROTHER TN910 BLACK CARTUCHO DE TONER GENERICO TN-910BK;9.000 Páginas;185;8,33   ;11,66   ;11,24   ;38,90   ;Si
BT-TN910CY;BROTHER;Toner (Laser);BROTHER TN910 CYAN CARTUCHO DE TONER GENERICO TN-910C;9.000 Páginas;185;11,00   ;15,40   ;14,85   ;49,90   ;Si
BT-TN910MG;BROTHER;Toner (Laser);BROTHER TN910 MAGENTA CARTUCHO DE TONER GENERICO TN-910M;9.000 Páginas;185;11,00   ;15,40   ;14,85   ;49,90   ;Si
BT-TN910YL;BROTHER;Toner (Laser);BROTHER TN910 YELLOW CARTUCHO DE TONER GENERICO TN-910Y;9.000 Páginas;185;11,00   ;15,40   ;14,85   ;49,90   ;Si
CI-BC02/BX2;CANON;Tinta (Ink-jet);CANON BC02/BX2 BLACK CARTUCHO DE TINTA REMANUFACTURADO;23 ml;181;5,48   ;7,67   ;7,40   ;16,50   ;Si
CI-BCI10BK;CANON;Tinta (Ink-jet);CANON BCI10 BLACK CARTUCHO DE TINTA GENERICO 0956A002;8.6 ml;181;0,41   ;0,57   ;0,55   ;3,90   ;No
CI-BCI11BK;CANON;Tinta (Ink-jet);CANON BCI11 BLACK CARTUCHO DE TINTA GENERICO;2.4 ml;181;0,39   ;0,55   ;0,53   ;3,90   ;Si
CI-BCI11C;CANON;Tinta (Ink-jet);CANON BCI11 TRICOLOR CARTUCHO DE TINTA GENERICO;4.8 ml;181;0,44   ;0,62   ;0,60   ;3,90   ;Si
CI-BCI12BK;CANON;Tinta (Ink-jet);CANON BCI12 BLACK PHOTO CARTUCHO DE TINTA GENERICO;2.5 ml;181;0,39   ;0,55   ;0,53   ;3,90   ;Si
CI-BCI12C;CANON;Tinta (Ink-jet);CANON BCI12 TRICOLOR PHOTO CARTUCHO DE TINTA GENERICO;6.6 ml;181;0,43   ;0,61   ;0,58   ;3,90   ;Si
CI-BCI15BK;CANON;Tinta (Ink-jet);CANON BCI15 BLACK CARTUCHO DE TINTA GENERICO 8190A002;5.2 ml;181;0,36   ;0,50   ;0,48   ;3,50   ;Si
CI-BCI15C;CANON;Tinta (Ink-jet);CANON BCI15 TRICOLOR CARTUCHO DE TINTA GENERICO;6.3 ml;181;0,39   ;0,54   ;0,53   ;3,90   ;Si
CI-BCI16C;CANON;Tinta (Ink-jet);CANON BCI16 TRICOLOR CARTUCHO DE TINTA GENERICO 9818A002;7.5 ml;181;0,39   ;0,55   ;0,53   ;3,90   ;Si
CI-BCI24BK;CANON;Tinta (Ink-jet);CANON BCI24/BCI21 BLACK CARTUCHO DE TINTA GENERICO 6881A002;9.2 ml;181;0,28   ;0,39   ;0,37   ;3,50   ;Si
CI-BCI24C;CANON;Tinta (Ink-jet);CANON BCI24/BCI21 TRICOLOR CARTUCHO DE TINTA GENERICO 6882A002;12.6 ml;181;0,34   ;0,48   ;0,46   ;3,90   ;Si
CI-BCI3BK;CANON;Tinta (Ink-jet);CANON BCI3 BLACK CARTUCHO DE TINTA GENERICO 4479A002;26.8 ml;181;0,33   ;0,46   ;0,44   ;3,90   ;Si
CI-BCI6BK;CANON;Tinta (Ink-jet);CANON BCI6/BCI5/BCI3 BLACK PHOTO CARTUCHO DE TINTA GENERICO 4705A002;13.4 ml;181;0,29   ;0,40   ;0,39   ;3,90   ;Si
CI-BCI6CY;CANON;Tinta (Ink-jet);CANON BCI6/BCI5/BCI3 CYAN CARTUCHO DE TINTA GENERICO 4706A002;13.4 ml;181;0,29   ;0,40   ;0,39   ;3,90   ;Si
CI-BCI6G;CANON;Tinta (Ink-jet);CANON BCI6 VERDE CARTUCHO DE TINTA GENERICO 9473A002;13.4 ml;181;0,29   ;0,40   ;0,39   ;3,90   ;Si
CI-BCI6LCY;CANON;Tinta (Ink-jet);CANON BCI6/BCI5/BCI3 CYAN LIGHT CARTUCHO DE TINTA GENERICO 4709A002;13.4 ml;181;0,29   ;0,40   ;0,39   ;3,90   ;Si
CI-BCI6LMG;CANON;Tinta (Ink-jet);CANON BCI6/BCI5/BCI3 MAGENTA LIGHT CARTUCHO DE TINTA GENERICO 4710A002;13.4 ml;181;0,29   ;0,40   ;0,39   ;3,90   ;Si
CI-BCI6MG;CANON;Tinta (Ink-jet);CANON BCI6/BCI5/BCI3 MAGENTA CARTUCHO DE TINTA GENERICO 4707A002;13.4 ml;181;0,29   ;0,40   ;0,39   ;3,90   ;Si
CI-BCI6R;CANON;Tinta (Ink-jet);CANON BCI6 ROJO CARTUCHO DE TINTA GENERICO 8891A002;13.4 ml;181;0,29   ;0,40   ;0,39   ;3,90   ;Si
CI-BCI6YL;CANON;Tinta (Ink-jet);CANON BCI6/BCI5/BCI3 YELLOW CARTUCHO DE TINTA GENERICO 4708A002;13.4 ml;181;0,29   ;0,40   ;0,39   ;3,90   ;Si
CI-BCI8LCY;CANON;Tinta (Ink-jet);CANON BCI8 CYAN LIGHT CARTUCHO DE TINTA GENERICO;36 ml;181;2,55   ;3,57   ;3,44   ;6,05   ;Si
CI-BCI8LMG;CANON;Tinta (Ink-jet);CANON BCI8 MAGENTA LIGHT CARTUCHO DE TINTA GENERICO;36 ml;181;2,55   ;3,57   ;3,44   ;6,05   ;Si
CI-BCI8WF;CANON;Tinta (Ink-jet);CANON BCI8 OPTIMIZADOR GRAN CAPACIDAD CARTUCHO DE TINTA GENERICO;72 ml;181;2,55   ;3,57   ;3,44   ;6,05   ;Si
CI-BJI643BK;CANON;Tinta (Ink-jet);CANON BJI643 BLACK CARTUCHO DE TINTA GENERICO;29 ml;181;0,92   ;1,29   ;1,24   ;4,50   ;Si
CI-BJI643CY;CANON;Tinta (Ink-jet);CANON BJI643 CYAN CARTUCHO DE TINTA GENERICO;29 ml;181;0,92   ;1,29   ;1,24   ;4,50   ;Si
CI-BJI643MG;CANON;Tinta (Ink-jet);CANON BJI643 MAGENTA CARTUCHO DE TINTA GENERICO;29 ml;181;0,92   ;1,29   ;1,24   ;4,50   ;Si
CI-BJI643YL;CANON;Tinta (Ink-jet);CANON BJI643 YELLOW CARTUCHO DE TINTA GENERICO;29 ml;181;0,92   ;1,29   ;1,24   ;4,50   ;Si
CI-BX20/BC20;CANON;Tinta (Ink-jet);CANON BX20/BC20 BLACK CARTUCHO DE TINTA REMANUFACTURADO 0896A002;45 ml;181;3,74   ;5,24   ;5,05   ;13,50   ;Si
CI-BX3;CANON;Tinta (Ink-jet);CANON BX3 BLACK CARTUCHO DE TINTA REMANUFACTURADO 0884A002;23 ml;181;6,13   ;8,58   ;8,27   ;17,50   ;Si
